title,question,answer,tag
Penyebab dan cara mengatasi bayi yang masih minum asi mencret,"halo dok, anak saya usia 3 bulan. sudah 3 hari ini dia mencret terus dok.. anak saya masih asi dok, selama mencret ini saya belum berikan obat apapun, hanya saya berikan asi agar tidak dehidrasi.. penyebabnya apa ya dan kira2 saya harus berikan obat apa ya dok untuk mengatasi mencretnya?","untuk Alodokter.Peningkatan frekuensi buang air besar bayi atau adanya perubahan konsistensi dan warna dari feses bayi yang tidak seperti biasanya, bisa saja mengarah kepada , dapat disebabkan oleh adanya gangguan atau infeksi pada saluran cerna bayi ataupun karena intoleransi laktosa pada penggunaan susu formula tertentu. , maka anda perlu tetap memperbanyak berikan ASI untuk mencegah dehidrasi, tidak memberikan sembarang obat pada bayi dibawah 6 bulan, serta anda perlu rutin mencuci tangan dengan sabun dan air terutama sebelum menyusui bayi untuk mencegah keparahan kemungkinan infeksi pada saluran cerna bayi. Namun, dikarenakan kondisi diare sudah terjadi selama lebih dari 3 hari, maka sebaiknya anda memeriksakan bayi anda ke dokter secara langsung atau melalui , agar dapat dibantu diberikan untuk membantu mempercepat pemulihan diare pada bayi.Demikian yang dapat kami sampaikan, semoga bermanfaat. Terima kasih.",bayi diare
Apakah minyak tawon bisa menghilangkan jerawat?,"alodokter, dok kulit wajah saya berjerawat., jerawatnya di pipi sama hidung nih dok paling besar, bengkak, merah. saya disaranin pakein di oles tipis minyak tawon di jerawatnya dok, apakah minyak tawon bisa menghilangkan jerawat?","yang besar-besar, bengkak, dan kemerahan di wajah timbul utamanya karena radang pada kelenjar pilosebasea. Pencetus hal ini bisa karena perawatan kulit yang tidak tepat, infeksi bakteri P. acnes, stres psikis, fluktuasi hormon, genetik, pajanan sinar UV dan iritan lain, atau banyak lagi yang lainnya. Jerawat yang meradang seperti ini tidak boleh Anda tangani sembarangan, termasuk dengan minyak tawon. Sebab, tindakan ini amat berisiko memicu iritasi hingga alergi di kulit Anda, yang malah akan menjadikan jerawat Anda bertambah parah. Pada kasus tertentu, bisa juga minyak tawon memicu reaksi alergi yang bersifat sistemik, sehingga bisa muncul sesak, jantung berdebar, berkeringat dingin, hingga syok yang mematikan. Saran kami, jerawat Anda diatasilah dulu dengan: Cuci wajah Anda menggunakan sabun pembersih yang formulanya lembut setiap pagi dan sore hari Tidak berlebihan menggunakan kosmetika di wajah Bila sudah tidak lagi diperlukan, bersihkan kosmetika di wajah dengan teknik double cleansing Sehabis mencuci wajah, jangan lupa gunakan pelembab dan tabir surya (pilih yang kandungan SPF-nya 30 atau lebih) Tidak berlebihan memegang-megang jerawat, apalagi mengelupasi dan memencetnya sembarangan Tidak memegang kulit wajah dengan tangan kotor Gunakan masker alami anti jerawat, misalnya yang terbuat dari campuran kunyit dan yoghurt, campuran kayu manis dan madu, atau minyak tea tree dan gel lidah buaya Biasakan tidur cukup dan jangan terlalu stres Minum banyak air putih dan rajin juga makan buah serta sayur mayur Selebihnya, agar mendapat penanganan lebih optimal, silakan berkonsultasi juga dengan ya.. Semoga membantu.",jerawat herbal
Bagaimana cara ampuh mengatasi ejakulasi dini secara alami?,"alodokter, dok saya pria usia 28 th, saya mau konsultasi soal ejakulasi dini, saya tiap hubungan intim bertahan hanya 3 menit. sudah berbagai cara saya coba dari posisi dan obat2an dok, tp kalau terus-terusan pake obat saya malah takut efek sampingnya tidak baik. minta saran dong dokter, cara mengatasi ejakulasi dini secara alami","untuk Alodokter.Ejakulasi dini dapat terjadi ketika pria mengeluarkan spermanya terlalu cepat saat berhubungan seksual sehingga dapat mempengaruhi kepuasan diri sendiri dan pasangan seksual anda. Kondisi ini dapat terjadi akibat stres, pengalaman traumatis masa keil, kebiasaan onani yang memaksakan diri untuk ejakulasi secara cepat karena takut tertangkap basah, kurangnya percaya diri, hubungan dengan pasangan yang tidak harmonis, atau karena penyakit seperti gangguan hormon atau zat di dalam otak, gangguan saraf, infeksi, atau pola hidup tidak sehat seperti merokok atau konsumsi alkohol. maka anda dapat mencoba melakukan masturbasi 1-2 jam sebelum berhubungan seksual, gunakan kondom tebal untuk menurunkan sensitivitas penis dan sensasi ingin ejakulasi secara cepat, lakukan setiap hari, terapkan teknik napas dalam dan beristirahat sebentar di sela penetrasi, lakukan hubungan seksual dengan posisi pasangan berada di atas agar pasangan dapat menghentikan penetrasi ketika anda mendekati ejakulasi, serta terapkan pola hidup sehat dan hindari rokok serta alkohol.Demikian yang dapat kami sampaikan, semoga bermanfaat. Terima kasih.",ejakulasi-dini
Apakah ibu hamil 20 minggu boleh minum susu kental manis?,"halo dok. saya sedang hamil anak pertama, usia kehamilan saya 20 minggu. saya mau tanya boleh nggak ibu hamil minum susu kental manis? cocok nggak untuk orang hamil? thanks dok","susu kental manis juga salah satu termasuk produk susu. susu kental manis kebanykaan orang menyajikannya seperti susu pada umumnya yaitu diseduh dengan air. sesuai dengan namnya susu kental manis berati susu ini memiliki rasanya yang manis yang berati bahwa susu ini memiliki kandungan gula yang tinggi. jika merujuk pada anjuran BPOM susu ini boleh di sajikan sebagai topping atau campuran makanan seperti roti, teh dan lainnya. dari penjelasan saya sebelumnya berati susu ini tidak dikonsumsi secara tunggal seperti minum susu. sedangkan untuk orang biasa saja yang tidak hamil tidak dianjurkan mengonsumsi susu ini dengan cara diminum, apalagi ibu hamil karena susu ini mengandung tinggi gula bisa memberikan efek buruk pada ibu hamil yang menyebabkan asupan gula berlebihan yang meningkatkan resiko kenaikan berat badan (obesitas), bisa menyebabkan resiko terjadinya diabetes gestasional dan preeklamsia. maka sebaiknya tidak mengonsumsi susu kental manis sebagai susu, sebaiknya bunda jika ingin konsumsi susu, bunda bisa mengonsumsi susu khusus ibu hamil yang memiliki banyak rasa yang bisa menjadi pilihan, susu ibu hamil memberikan banyak manfaat karena mengandung banyak asupan nutrisi, vitamin dan mineral yang benar dibutuhkan oleh ibu hamil. jika ingin menggunakan susu kental manis sebaiknya menjadi topping untuk makanan saja, serta ibu hamil juga jangan konsumsi gula berlebihan. semoga dapat membantu",susu nutrisi-ibu-hamil
Efek samping suntik TT saat hamil,"alodokter, mau tanya dong dokter, saat ini usia kandungan saya sudah masuk 34 menjelang 35 weeks, saya rutin periksa ke bidan maupun ke dokter kandungan, jika saya ingin suntuk tetanus kondisi hamil begini apa efeknya dok? .apa vaksin tt itu penting di lakukan atau tidak di kehamilan ke 3 saya ini?.terimakasih...","Wanita hamil memang dianjurkan untuk melakukan vaksin tetanus toxid (TT), vaksin TT aman diberikan kepada ibu hamil selain dapat menurunkan resiko terjadinya tetanus pada ibu serta janin dalam kandungan, vaksin ini juga dapat mencegah terjadinya tetanus pada bayi baru lahir. Pemberian vaksin tetanus bisa dilakukan di puskesmas, posyandu, klinik vaksinasi ataupun rumah sakit. Pada kehamilan pertama ibu akan direkomendasikan suntik sebanyak 2 kali dengan jarak 4 minggu. Namun jika ibu belum pernah mendapatkan vaksin sebelumnya atau tidak diketahui riwayatnya maka berikan sebanyak 3 kali. Jika ibu hamil lagi dalam waktu dua tahun setelah melahirkan maka vaksin tergantung pada riwayat vaksin bumil. Jadi saran saya diskusikan dengan dokter ibu untuk mendapatkan vaksin tetanus diperlukan untuk ibu atau tidak sesuai dengan riwayat vaksin ibu. Sebenarnya juga selama ibu melakukan persalinan di rumah sakit yang steriliasi alat terjamin maka kemungkinan terinfeksi tetanus sangat kecil. Namun untuk berjaga tidak masalah. Anda bisa konsultasi lebih lanjut dengan dokter kandungan anda. Semoga dapat membantu",kehamilan antitetanus
Penyebab seminggu setelah haid keluar darah kembali,"selamat siang dokter, kalau keluar darah setelah haid dalam seminggu, entah hanya sekitar tapi jrag keluar mungkin sehari cuma satu kali stlah itu berhenti tumbuh keluar lagi,itu tanda apa z dok","Keluar darah setelah menstruasi 1 minggu kondisi yang anda alami ini bisa jadi akibat sisa darah menstruasi atau bisa menjadi penyebab pendarahan di luar menstruasi seperti : Stres Penggunaan kontrasepsi Efek samping obat tertentu Gangguan dan masalah kesehatan tertentu seperti , kanker serviks Jika anda sering mengalami pendarahan 1 minggu setelah menstruasi saran saya sebaiknya temui secara langsung untuk mendapatkan pemeriksaan lebih lanjut sehingga bisa ditangani dengan tepat. Untuk secara mandiri yang bisa anda lakukan ada beberapa hal seperti : Kelola stres dengan baik Tidak konsumsi obat tanpa anjuran dokter Jaga berat badan tetap ideal Tidur yang cukup 7-9 jam tiap malam Semoga dapat membantu",menstruasi intim-wanita
Cara menghilangkan luka lecet jatuh dari motor,"dok saya wanita usia 32 tahun, ada luka lecet di bagian kaki dan jari tangan saya abis terjatuh dari motor yang menghitam dan menganggu penampilan saya, apakah ada obat khusus untuk menghilangkannya?","Sebelumnya luka lecet yang anda alami apakah sudah sembuh dan hanya tinggal bekasnya, luka lecet ialah luka akibat gesekan pada permukaan kasar sehingga lapissan atas kulit mengelupas. Luka lecet umumnya tergolong ringan dan bisa ditangani secara mandiri dengan melakukan beberapa tips seperti : Bersihkan luka dengan air mengalir Pastikan sisa benda asing seperti pasir tidak ada lagi di luka Bisa gunakan obat antseptik Konsumsi obat pereda nyeri seperti paracetamol Namun jika luka sudah sembuh dan tinggal bekas yang menghitam anda bisa lakukan perawatan kulit seperti melakukan scrubing dua kali seminggu, menggunakan pelembab mengandung pencerah seperti vitamin c, nicanimaide, arbutin dan lainnya, serta gunakan sunscreen saat siang hari dan menggunakan pakaian yang tertutup lakukan secara rutin umumnya bekas luka akan memudar walau membutuhkan waktu lebih lama. Untuk mempercepatnya anda bisa konsultasi denganuntuk mendapatkan pengobatan hingga treatment kulit seperti laser dan lainnya. Semoga dapat membantu",cedera
Penyebab dari dada yang terasa tidak nyaman,"halo dok, sudah beberapa hari ini saya merasa tidak nyaman di dada saya dok. rasa tidak nyamannya itu di bagian tengah dada.. rasanya tidak nyaman, dibilang nyeri juga tidak. terkadang saya suka merasa sesak, napas seperti berat. apa yg sebenarnya terjadi dgn saya ini dok?","Selamat sore, terima kasih telah bertanya di Alodokter. Keluhan yang Anda alami bisa terjadi karena dipicu beberapa kemungkinan penyebab, diantaranya adalah: Penyakit asam lambung atau Peradangan pada lambung atau Infeksi saluran cerna Gangguan pembuluh darah Radang paru-paru Jika Anda memiliki riwayat penyakit maag, atau akhir-akhir ini Anda cenderung telat makan, atau Anda perokok, sering mengonsumsi obat pereda nyeri atau banyak mengonsumsi makanan pedas, asam, berminyak, berlemak, dan mengonsumsi minuman berkafein tinggi, mungkin penyebabnya lebih kepada gangguan lambung ketimbang masalah pada organ lain seperti jantung. Dalam menyikapi hal ini Anda sebaiknya menghindari pemicu yang kami sebutkan dan boleh mencoba konsumsi obat maag yang dijual bebas dengan membaca aturan pakai yang tertera. Jika keluhannya tidak membaik atau sudah sangat mengganggu, periksakan diri Anda pada dokter penyakit dalam atau boleh ke dokter umum dulu untuk dilakukan pemeriksaan lebih lanjut meliputi penggalian riwayat, pemeriksaan fisik serta penunjang bila dinilai perlu. Penanganan yang akan Anda terima nanti akan tergantung dari hasil pemeriksaan ini. Sekian, semoga menjawab pertanyaan Anda.",nyeri-dada sesak-napas
Penyebab telinga kiri berdenging jam 8-9 malam,"hai dokter, sudah 2 hari telinga sebelah kiri saya berdenging terus menerus dan tak bisa mendengar. ini biasanya ini berlangsung di jam 8- 9 malam. kadang ingin berkomunikasi itu merasa diri kita gugup cemas takut akan tidak bisa dengar. sebelumnya sempet keluar cairan dan saya lap pake cotton bud. mohon bantuanya dok","Telinga sebelah kiri berdenging terus menerus hingga menganggu pendengaran kondisi ini bisa disebabkan oleh beragam hal seperti : Penyakit meniere yaitu gangguan pada telinga yang bisa menyebabkan vertogo hingga kehilangan pendengaran Kotoran telinga yang terlalu banyak sehingga menumpuk dan mengeras di saluran telinga Infeksi pada telinga Cemas dan stres Untuk kondisi anda alami tidak bisa dianggap sepele apalagi adanya keluar cairan hingga terganggunya pendengaran, saran saya sebaiknya temui secara langsung saja untuk diperiksa lebih lanjut menggunakan otoskop untuk melihat kondisi telinga anda, jika adanya gangguan bisa ditangani dengan tepat. Hindari menggunakan obat tetes tanpa anjuran dokter, usahakan telinga tidak kemasukan air, dan hindari paparan bising dan kelola stres dan cemas anda dengan melakukan . Semoga dapat membantu",kotoran-telinga tinnitus
Apa saja manfaat dan bahaya ASI bosster?,"perkenalkan dok saya busui bayi usia 3 bulan, asi saya dapetnya cuma dikit dok. dan saya bantu dengan sufor untuk bayi saya. saya cari-cari tahu banyak asi booster yg di jual bebas dan diperuntukan membantu busui agar produksi asinya melimpah, ada beberapa jenis yang saya temui, ada kapsul, susu maupun teh. apa saja manfaat dan bahaya asi bosster?","Alo terima kasih atas pertanyaannya untuk Alodokter. maka anda perlu meningkatkan frekuensi menyusui untuk merangsang hormon prolaktin dalam memperbanyak produksi ASI. Selain itu, anda juga perlu menambah asupan kalori sebanyak 500 kalori dari sebelum menyusui, serta memperbanyak asupan air mineral hingga minimal 3 liter per hari. Oleh karena itu, ada perlu yang dapat pula meningkatkan produksi dan kualitas ASI seperti bayam, daun katuk, daun kelor, jahe, sayuran hijau, kacang-kacangan, biji-bijian, ikan, telur, chickpea, almond, beras merah, oat, bawang putih, dan Konsumsi suplemen ASI booster boleh saja dilakukan asalkan sudah dipastikan terdaftar di BPOM dan mengandung atau mengandung bahan makanan alami yang dipercaya dapat meningkatkan produksi ASI, dan tentunya selama mengalami peningkatan jumlah ASI anda perlu secara rutin menyusui anak untuk mencegah terjadinya penyumbatan ASI seperti galactocele atau mastitis. Demikian yang dapat kami sampaikan, semoga bermanfaat. Terima kasih.",nutrisi-ibu-menyusui
Solusi mengatasi alergi minyak telon pada bayi 6 bulan,"bayi saya usia 6 bulan, saya kasih minyak telon, kulitnya jadi muncul ruam merah tp anaknya tidak merasa gatal, mungkinkah anak saya alergi minyak telon dokter? solusi mengatasinya seperti apa dok?","Muncul bisa saja disebabkan oleh atau beragam substansi lainnya, misalnya sabun, krim, bedah, bahan pakaian, makanan, obat, dan sebagainya. Namun di samping itu, ruam kemerahan di kulit anak Anda mungkin juga muncul karena pencetus lain, misalnya biang keringat, gigitan serangga, bekas garukan atau tekanan berlebih, dermatitis atopik, dermatitis seboroik, infeksi kulit, dan lain-lain. Jika anak Anda tidak merasakan gatal dan keluhan lain yang mengganggu, jika ruam tersebut tidak berair, bernanah, dan tidak juga meluas ke area tubuh lainnya, besar kemungkinan kondisinya tidaklah berbahaya. Anda bisa mengatasinya dengan beberapa langkah mandiri sebagai berikut: Mandikan anak pagi dan sore hari menggunakan sabun yang diformulasikan khusus untuk bayi Tidak lagi sembarangan mengaplikasikan minyak telon, bedak, krim, dan herba ke kulit anak Kenakan pada anak pakaian yang longgar, bersih, dan lembut bahannya Jauhkan anak dari hal yang berpotensi membuatnya alergi Jaga lingkungan sekitar anak agar bersih dan baik sirkulasi udaranya Jauhkan anak dari orang yang sedang mengalami sakit kulit menular Namun, jika keluhan anak tampak bertambah parah di hari-hari ke depan, baiknya ia diperiksakan langsung ke agar mendapat penanganan optimal ya.. Semoga membantu.",bayi alergi
Manfaat minyak rambut bayi agar rambut lebat,"selamat pagi dokter, mau bertanya, minyak rambut bayi apakah benar bisa bikin arambut bayi menjadi lebih lebat dok? mohon penjelasannya terimakasih","Saat bayi lahir, rambut yang ada disebut dengan rambut velus, yang dimana rambut ini hanya bertahan sementara hingga sekitar tiga bulan, berkaitan dengan siklus rambut selanjutnya rambut bayi akan rontok dan berganti dengan rambut baru. Mengenai tebal atau tipisnya rambut anak umumnya tergantung genetik atau keturunan yang memegang peran penting. Bila kedua orang tua memiliki rambut tipis maka anak kemungkinan besar juga memiliki rambut tipis. Namun walau adanya kontribusi genetik anda tetap dapat mengupayakan agar rmabut anak tumbuh lebat dan sehat dengan melakukan beberapa hal seperti : Menjaga kebersihan rambut kepala dengan menggunakan sampo khusus bayi Pijat kulit kepala saat membersihkan kepala dengan sampo secara lembut Cuci rambut bayi cukup 2-3 kali dalam seminggu Berikan bayi ASI selama 6 bulan dan jika sudah MPASI pastikan menuckup nutrisi yang baik untuk rambut seperti vitamin B1 dan B7 Gunakan minyak kemiri dan pijat kulit kepala lembut anda bisa buat sendiri atau membeli produknya yang sudah berbpom Pakai hair lation khusus melebatkan rambut Untuk efektif atau tidaknya minyak rambut tersebut tergantung sebagian ada memberikan perubahan namun ada juga tidak, biasanya tidak bisa hanya mengandalakn minyak rambut harus disertai dengan tips saya sebutkan diatas.Ibu bisa gunakan minyak rambut yang ibu maksud saat aplikasikan pijatkan kepala dengan lembut. Semoga dapat membantu",bayi rambut
Penyebab dada sebelah kiri terasa sakit dan sesak napas,"saya ingin bertanya dok.. tadi pagi saat bernapas, semuanya baik-baik saja. tapi saat siang hari, dada kiri saya terasa sesak dan sakit seperti ditekan sangat kuat saat menarik napas. saya coba untuk tidur telentang, tidur hadap kanan dan kiri, tapi yg saya rasakan justru semakin sesak. kalo boleh tau, ini kenapa ya dok?","untuk Alodokter. dapat disebabkan oleh beberagai macam kemungkinan penyebab yaitu seperti serangan jantung, angina atau angin duduk, GERD atau naiknya asam lambung ke keronkongan, adanya peradangan pada selaput paru, adanya riwayat cedera pada dada, atau karena stres akibat gangguan psikosomatik. Untuk mengatasinya, maka anda perlu melonggarkan pakaian, berbaring dan beristirahat, meminimalisir aktivitas, dan jika keluhan tidak kunjung membaik selama lebih dari 15 menit dengan gejala seperti serangan jantung yang meliputi dada terasa tertindih, tertekan, dan diremas, nyeri menjalar ke lengan, punggung, leher, atau rahang, dan disertai mual, muntah darah, sesak napas, atau tubuh berkeringat, maka sebaiknya segera periksakan diri anda ke IGD untuk lebih amannya dalam mencegah kemungkinan yang fatal. Untuk mencegah kekambuhan gejala di kemudian hari maka anda perlu menerapkan pola hidup sehat yang meliputi menjaga berat badan ideal atau menurunkan berat badan jika berlebih, tidur cukup minimal 7 jam setiap malamnya, kelola stres dengan baik, serta hindari rokok dan alkohol.Demikian yang dapat kami sampaikan, semoga bermanfaat. Terima kasih.",nyeri-dada sesak-napas
Penanganan yang tepat diare pada anak 3 tahun,"hi dokter, semenjak kasih susu formula yg baru buat anak saya (3 th) kok malah hari ini udah bab sebanyak 7 kali dok, diare keluarnya feses cairan bau banget, anak saya lemes, saya takut dia kenapa2 dehidrasi saya kasih minum oralit. dan sekarang sudah mendingan, perlukah saya bawa ke klinik dok? dan berapa lama biasanya penyakit diare pada anak?","Keluhan diare pada anak dikatakan jika ia mengalami frekuensi BAB lebih sering dari biasanya serta konsistensinya menjadi cair. Diare pada anak penyebabnya beragam hal seperti : Infeksi saluran cerna yang bisa disebabkan karena virus, bakteri atau parasit Alergi susu sapi atau makanan terjadi ketika tubuh tidak mampu memceh laktosa karena kekurangan enzim laktase, dimana laktosa merupakan salah satu bentuk gula yang terdapat dalam susu dan produk olahannya Untuk kondisi anak bunda bisa jadi ia tidak cocok dengan susu formula tersebut, maka sebaiknya stop konsumsi formula tersebut, biasanya akan membaik saat penyebabnya dihindari, jika masih diare bunda bisa atasi dengan pemberian zink 20 mg sehari sekali selama 10 hari dan berikan cairan yang banyak salah satunya bisa oralit. Jika diare dialami anak bunda tidak membaik atau semakin berat maka segera temui dokter secara langsung untuk mendapatkan pemeriksaan dan penanganan lebih lanjut. Namun jika sudah membaik, maka tidak perlu ke ya bunda, jika curiga karena susu sebaiknya tidak berikan susu tersebut, anak usia 3 tahun susu bukan wajib, bisa penuhi asupan nutrisinya dengan makanan yang bergizi, namun jika ingin tetap berikan susu pada anak bisa konsumsi susu kedelai. Semoga dapat membantu",diare gangguan-pencernaan
Hubungan GERD dengan lendir bercampur darah di tenggorokan,"ãâ hi dokter, dok saya kan gada pilek/ flu dan tidak batuk juga, kenapa ya dok tiap saya buang lendir dari tenggorokan yang keluar kok bercampur bercak darah. darahnya itu cuma dikit tp bikin saya khawatir dok. saya ada riwayat gerd juga dok, apakah yang saya alami ini berhubungan dok?","Asam lambung yang mengalir balik dan mengiritasi esofagus pada penderita tidak hanya bisa menyebabkan tenggorokan terasa panas, perih, nyeri, mual, atau mengganjal. Kondisi seperti ini bisa juga menyebabkan tenggorokan terluka, hingga akhirnya kerap mengeluarkan lendir bercampur darah sebagaimana yang Anda alami. Pada kasus yang berat, GERD juga bisa memicu komplikasi, yakni terbentuknyaBarrett's esophagus, yang salah satu gejalanya ialah keluarnya lendir, dahak, atau muntah darah, mirip dengan yang Anda keluhkan. Tidak hanya karena GERD-nya, keluhan Anda mungkin pula muncul atau diperparah oleh faktor lain, misalnya batuk yang terlalu keras, sinusitis, polip hidung, kanker nasofaring, tukak lambung, kanker lambung, kanker esofagus, pecah varises esofagus, tuberkulosis, bronkhitis kronis, kanker paru, sariawan, gigi berlubang, dan lain sebagainya. Bila ingin kondisi Anda jelas penyebabnya, cobalah Anda periksa ke dokter terdekat. Selain diberi obat, dokter mungkin juga akan mengarahkan Anda untuk menjalani tes darah, rontgen, endoskopi, bahkan merujuk Anda ke dokter atau . Di rumah, yang perlu Anda lakukan agar keluhan Anda membaik yakni: Cegah kekambuhan dan perburukan GERD Anda, yakni dengan makan teratur porsi kecil tapi sering, kurangi makan makanan pedas dan berlemak, tidak langsung tiduran selepas makan Batasi batuk atau membuang dahak yang terlalu keras Banyak minum air hangat, makanan berkuah kaldu, madu, air jahe atau lemon Perbanyak istirahat, tidak berteriak-teriak berlebihan Tidak merokok atau meminum sembarang obat Semoga membantu ya..",asam-lambung faringitis
Penyebab terjadinya jantung bocor pada bayi baru lahir,"assalamualaikum.dokter saya mau nanya apa ya dok penyebab utama bayi di diagnosa jantung bocor? anak saya baru lahir dinyatakan mengalami jantung bocor, padahal selama pemeriksaan kehamilan dokter tuh gada bilang apa\ dok","Terima kasih atas pertanyaannya. Penyakit jantung bocor pada anak merupakan salah satu penyakit jantung yang terjadi pada anak selain dari .Penyakit jantung bawaan (PJB) terjadi akibat gangguan pada proses pembentukan dan perkembangan jantung janin. Sedangkan penyakit jantungbocor sendiri merupakan suatu kondisi dimana terdapat lubang di jantung dimana kondisi ini sering tidak terdeteksi karena jarang menimbulkan gejala. pada umumnya digunakan sebagai istilah adanya kelainan katup jantung dan adanya lubang yang terbentuk pada sekat jantung. Kondisi ini dapat terjadi baik pada dewasa, dimana salah satu katup tidak dapat tertutup atau berfungsi dengan baik. Selain itu keluhan pada anak-anak atau bayi, dimana kondisi ini merupakan terbentuknya lubang di antara dinding di ruang kiri dan kanan jantung yang tidak mengalami penutupan sempurna. Terbentuknya lubang tersebut disebut juga(PFO) dimana lubang serambi kanan dan kiri jantung tidak tertutup. Lubang ini normalnya memang ada sejak masih di dalam kandungan, namun setelah lahir biasanya lubang ini akan menutup dengan sendirinya. Maka dari itu memberikan alasan mengapa saat hamil tidak terdeteksi, karena memang lubang di jantung tersebut memang tidak tertutup saat masih di dalam kandungan. BiasanyaPFO tidak menimbulkan masalah seperti menimbulkan gejala tertentusehingga sulit untuk dideteksi. Namun pada penderita PFO juga dapat menunjukkan gejala misalnyakulit membiru saat menangis. Biasanya kebanyakan penderita PFO tidak memerlukan pengobatan. Namun untuk PFO dapat dilakukan pentuupan misalnya dengan pembedahan atau. Maka dari itu sebaiknya melakukan konsultasi ke dokter anak mengenai tindak lanjut yang akan dilakukan. Terima kasih, semoga membantu.",bayi penyakit-jantung-bawaan
Bagaimanakah cara agar bisa bersin dan hidung tidak gatal?,"â doc, mulai kemarin saya merasa hidung dalam saya itu gatal hingga saya mau bersin. tapi bersinnya gak keluar\ dok. padahal saya itu gak lagi pilek dok.. gatalnya semakin menjadi tapi bersin malah semakin gak mau keluar dok.. bagaimana ya dokter caranya agar saya bisa bersin dan hidung saya tidak gatal lagi?","untuk Alodokter. dapat dialami karena adanya reaksi alergi terhadap benda asing seeprti debu atau pada cuaca dingin, dimana penanganan utamanya adalah dengan menghindari pemicu alergi atau alergen tersebut. Untuk mengatasinya, maka anda perlu melakukan dengan menyemprotkan larutan saline menggunakan spuit ke salah satu hidung hingga cairan keluar melalui hidung lainnya, dapat juga dengan menggunakan dalam jangka waktu yang pendek, dan bisa juga mengonsumsi untuk membantu meredakan gatal pada hidung dan melancarkan refleks bersin pada hidung. Jika nantinya anda masih kesulitan menentukan pengobatan yang tepat dan keluhan tidak kunjung membaik dalam beberapa waktu kedepan, maka sebaiknya periksakan diri anda ke dokter secara langsung atau melalui , agar dapat ditentukan pengobatan yang tepat sesuai dengan kondisi dan kebutuhan anda nantinya.Demikian yang dapat kami sampaikan, semoga bermanfaat. Terima kasih.",rhinitis-alergi
Apakah penyakit batu ginjal bisa sembuh secara alami?,"alo dok.. 9 bulan kebelakang saya terkena batu ginjal, tapi batu tsb masih kecil. setelah menjalani pengobatan, batu ginjal tsb dinyatakan hilang. tapi 2 bulan ini saya merasakan sakit di perut yg sebelumnya ada batu ginjal. rasa sakitnya sama seperti pertama kali dan menjalar ke pinggang. apakah sakit yg saya alami ini tanda bahwa batu ginjalnya muncul llag? penyebabnya apa ya, padahal saya udah minum banyak setiap hari. apakah bisa sembuh secara alami dengan banyak minum putih?","Selamat sore, terima kasih telah bertanya di Alodokter. Keluhan sakit perut yang menjalar ke pinggang, memang bisa disebabkan oleh adanya , namun bisa juga muncul karena sejumlah kemungkinan lain seperti: Selain itu, bagi sebagian orang penyakit maag dan saraf terjepit pada punggung juga bisa jadi mengeluhkan gejala yang serupa. Sehingga pada kasus Anda, gejala yang terasa mirip pun sebaiknya tetap diperiksakan untuk memastikan apakah itu memang kondisi yang sama. Kalaupun kondisi yang Anda alami merupakan suatu batu ginjal yang berulang, batu ginjal memang bisa berulang atau kambuh meskipun Anda banyak minum air, karena pemicu dari munculnya batu ginjal tidak hanya kekurangan air. Memiliki riwayat batu ginjal sebelumnya, mengonsumsi suplemen vitamin D dosis tinggi, adanya infeksi pada ginjal, konsumsi makanan tinggi garam dan gula, dan menderita obesitas bisa juga memicu terjadinya batu ginjal. Terkait penanganan batu ginjal, banyak minum air putih memang bisa membantu pengeluaran batu ginjal, namun hanya batu ginjal berukuran kecil yang ukurannya lebih kecil dari saluran kemih Anda. Bila batunya besar, atau jumlahnya banyak, Anda tidak bisa hanya mengandalkan konsumsi minum air putih. Minimal dokter akan memberikan obat untuk membantu mengeluarkan batu yang agak besar dengan melemaskan otot saluran kemih. Tapi untuk mengetahui hal itu, akan dibutuhkan pemeriksaan lebih lanjut. Maka saran kami, Anda tetap sebaiknya memeriksakan diri Anda dan sementara itu, perbanyak minum air putih hingga 2-3 liter per hari, hindari makanan tinggi garam dan gula, serta jaga berat badan ideal. Sekian, semoga menjawab pertanyaan Anda.",batu-ginjal
